Surah,Ayah,Tags,Category,Emotion,Context
85,13,"Tawheed, Resurrection, Power, Divine Attributes",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
85,14,"Tawheed, Forgiveness, Mercy, Kindness",Divine Attributes & Signs (Asma wa Sifat),Love of Allah,Spiritual reminder
85,15,"Tawheed, Divine Attributes & Signs, Power, Mercy",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
85,16,"Tawheed, Power, Divine Attributes",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
85,17,"Lessons from history, Nations, Prophets, Punishment, Disbelief",History & Stories (Qasas al-Anbiya),Awe,Historical story
85,18,"Prophets, Nations, Lessons from history, Punishment, Disbelief",History & Stories (Qasas al-Anbiya),Fear,Historical story
85,19,"Disbelief, Misguidance, Punishment, Hell",Eschatology (Akhirah),Fear,Makki Revelation
85,20,"Tawheed, Power, Mercy, Fear, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
85,21,"Revelation, Knowledge, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
85,22,"Revelation, Knowledge, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
86,1,"Tawheed, Divine Attributes & Signs, Revelation",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
86,2,"Revelation, Knowledge, Wisdom, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
86,3,"Tawheed, Divine Attributes & Signs, Knowledge, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
86,4,"Tawheed, Divine Attributes & Signs, Knowledge, Power, Accountability",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
86,5,"Tawheed, Knowledge, Wisdom, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
86,6,"Tawheed, Knowledge, Power, Wisdom",Faith (Aqeedah),Awe,Spiritual reminder
86,7,"Revelation, Knowledge, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
86,8,"Resurrection, Power, Tawheed",Eschatology (Akhirah),Awe,Makki Revelation
86,9,"Accountability, Resurrection, Heaven, Hell, Fear, Wisdom",Eschatology (Akhirah),Fear,Eschatological context
86,10,"Power, Mercy, Accountability, Resurrection, Fear",Eschatology (Akhirah),Fear,Eschological context
86,11,"Revelation, Divine Attributes & Signs, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
86,12,"Divine Attributes & Signs, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
86,13,"Revelation, Guidance, Wisdom, Power",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
86,14,"Revelation, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
86,15,"Hypocrisy, Disbelief, Misguidance",Faith (Aqeedah),Fear,Makki Revelation
86,16,"Power, Wisdom, Mercy, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
86,17,"Disbelief, Punishment, Mercy, Patience",Eschatology (Akhirah),Fear,Makki Revelation
87,1,"Tawheed, Prayer, Gratitude, Divine Attributes & Signs",Worship (‘Ibadah),Awe,Spiritual reminder
87,2,"Tawheed, Power, Wisdom, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
87,3,"Tawheed, Guidance, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
87,4,"Tawheed, Divine Attributes & Signs, Power, Mercy",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
87,5,"Revelation, Divine Attributes & Signs, Wisdom, Power",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
87,6,"Revelation, Prophethood, Guidance, Knowledge",Faith (Aqeedah),Comfort,Spiritual reminder
87,7,"Tawheed, Knowledge, Power, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
87,8,"Guidance, Mercy, Hope, Prophethood","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Hope,Spiritual reminder
87,9,"Guidance, Revelation, Prophethood, Faith","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Determination,Spiritual reminder
87,10,"Fear, Guidance, Faith","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Fear,Spiritual reminder
87,11,"Disbelief, Misguidance, Fear, Punishment",Eschatology (Akhirah),Fear,Spiritual reminder
87,12,"Hell, Punishment, Disbelief, Fear",Eschatology (Akhirah),Fear,Eschatological context
87,13,"Heaven, Resurrection, Reward, Eternity",Eschatology (Akhirah),Hope,Eschatological context
87,14,"Faith, Reward, Tawheed, Guidance","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Hope,Spiritual reminder
87,15,"Prayer, Tawheed, Dhikr, Faith",Worship (‘Ibadah),Love of Allah,Spiritual reminder
87,16,"Disbelief, Misguidance, Heaven, Hell, Reward, Punishment, Faith",Eschatology (Akhirah),Fear,Spiritual reminder
87,17,"Heaven, Reward, Hope, Faith, Eschatology",Eschatology (Akhirah),Hope,Spiritual reminder
87,18,"Revelation, Prophethood, Guidance, Knowledge",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
87,19,"Revelation, Prophets, Lessons from history",History & Stories (Qasas al-Anbiya),Awe,Spiritual reminder
88,1,"Resurrection, Accountability, Fear, Awe",Eschatology (Akhirah),Awe,Eschatological context
88,2,"Humility, Fear, Accountability, Punishment, Hell",Eschatology (Akhirah),Fear,Eschological context
88,3,"Patience, Reward, Heaven, Accountability",Eschatology (Akhirah),Determination,Eschological context
88,4,"Hell, Punishment, Fear, Disbelief",Eschatology (Akhirah),Fear,Eschological context
88,5,"Heaven, Reward, Mercy",Eschatology (Akhirah),Hope,Eschological context
88,6,"Hell, Punishment, Disbelief",Eschatology (Akhirah),Fear,Eschological context
88,7,"Hell, Punishment, Fear",Eschatology (Akhirah),Fear,Eschological context
88,8,"Heaven, Reward, Resurrection, Accountability",Eschatology (Akhirah),Hope,Eschological context
88,9,"Reward, Heaven, Gratitude, Faith",Eschatology (Akhirah),Joy,Eschological context
88,10,"Heaven, Reward, Hope",Eschatology (Akhirah),Hope,Eschological context
88,11,"Heaven, Reward, Guidance",Eschatology (Akhirah),Hope,Eschatological context
88,12,"Heaven, Reward, Mercy",Eschatology (Akhirah),Hope,Eschological context
88,13,"Heaven, Reward",Eschatology (Akhirah),Hope,Eschological context
88,14,"Heaven, Reward",Eschatology (Akhirah),Hope,Eschological context
88,15,"Heaven, Reward, Eschatology",Eschatology (Akhirah),Awe,Eschatological context
88,16,"Heaven, Reward, Mercy",Eschatology (Akhirah),Hope,Eschological context
88,17,"Tawheed, Divine Attributes & Signs, Guidance, Disbelief",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
88,18,"Tawheed, Power, Wisdom, Heaven",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
88,19,"Power, Wisdom, Guidance, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
88,20,"Tawheed, Divine Attributes & Signs, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
88,21,"Prophethood, Guidance, Revelation",Faith (Aqeedah),Determination,Spiritual reminder
88,22,"Prophethood, Guidance, Mercy",Faith (Aqeedah),Comfort,Spiritual reminder
88,23,"Disbelief, Misguidance, Punishment, Prophethood",Eschatology (Akhirah),Fear,Eschological context
88,24,"Punishment, Hell, Accountability, Disbelief, Fear",Eschatology (Akhirah),Fear,Eschological context
88,25,"Resurrection, Accountability, Punishment, Reward, Hell, Heaven",Eschatology (Akhirah),Fear,Eschological context
88,26,"Accountability, Resurrection, Punishment, Reward, Power",Eschatology (Akhirah),Fear,Eschological context
89,1,"Revelation, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
89,2,Revelation,Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
89,3,"Tawheed, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
89,4,"Divine Attributes & Signs, Revelation, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
89,5,"Punishment, Disbelief, Fear, Lessons from history, Nations",Eschatology (Akhirah),Fear,Makki Revelation
89,6,"Lessons from history, Nations, Punishment, Power, Disbelief, Prophets",History & Stories (Qasas al-Anbiya),Awe,Historical story
89,7,"Nations, Lessons from history, Power, Disbelief, Punishment",History & Stories (Qasas al-Anbiya),Awe,Historical story
89,8,"Nations, Lessons from history, Power, Wisdom",History & Stories (Qasas al-Anbiya),Awe,Historical story
89,9,"Prophets, Nations, Lessons from history, Disbelief, Punishment",History & Stories (Qasas al-Anbiya),Fear,Historical story
89,10,"Prophets, Nations, Lessons from history, Power, Punishment, Disbelief",History & Stories (Qasas al-Anbiya),Awe,Historical story
89,11,"Nations, Lessons from history, Punishment, Disbelief, Misguidance",History & Stories (Qasas al-Anbiya),Fear,Historical story
89,12,"Lessons from history, Punishment, Disbelief, Misguidance",History & Stories (Qasas al-Anbiya),Fear,Historical story
89,13,"Punishment, Power, Nations, Lessons from history, Fear",History & Stories (Qasas al-Anbiya),Fear,Historical story
89,14,"Power, Divine Attributes & Signs, Fear, Accountability",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
89,15,"Tawheed, Gratitude, Mercy, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Gratitude,Spiritual reminder
89,16,"Patience, Gratitude, Faith, Dua, Mercy, Guidance",Ethics & Morality (Akhlaq),Fear,Spiritual reminder
89,17,"Orphans, Kindness, Justice, Society",Ethics & Morality (Akhlaq),Anger at Injustice,Moral teaching context
89,18,"Kindness, Orphans, Society, Justice",Ethics & Morality (Akhlaq),Anger at Injustice,Moral teaching context
89,19,"Inheritance, Orphans, Justice, Society, Punishment, Misguidance",Ethics & Morality (Akhlaq),Anger at Injustice,Moral teaching context
89,20,"Disbelief, Hypocrisy, Trade, Society, Punishment, Misguidance",Ethics & Morality (Akhlaq),Fear,Eschatological context
89,21,"Resurrection, Accountability, Punishment, Power, Fear",Eschatology (Akhirah),Fear,Eschological context
89,22,"Resurrection, Accountability, Heaven, Hell, Power, Mercy",Eschatology (Akhirah),Awe,Eschatological context
89,23,"Hell, Resurrection, Accountability, Punishment, Fear",Eschatology (Akhirah),Fear,Eschological context
89,24,"Accountability, Regret, Resurrection, Heaven, Hell, Fear, Dua",Eschatology (Akhirah),Fear,Eschatological context
89,25,"Punishment, Hell, Accountability, Power",Eschatology (Akhirah),Fear,Eschological context
89,26,"Resurrection, Accountability, Power, Fear",Eschatology (Akhirah),Fear,Eschatological context
89,27,"Heaven, Resurrection, Reward, Mercy, Hope",Eschatology (Akhirah),Hope,Eschological context
89,28,"Heaven, Resurrection, Accountability, Reward, Mercy, Faith",Eschatology (Akhirah),Comfort,Eschological context
89,29,"Heaven, Reward, Mercy, Faith",Eschatology (Akhirah),Hope,Eschological context
89,30,"Heaven, Reward, Mercy, Hope",Eschatology (Akhirah),Hope,Eschological context
90,1,"Prophethood, Guidance, Faith",Faith (Aqeedah),Awe,Makki Revelation
90,2,"Prophethood, Guidance",Faith (Aqeedah),Awe,Makki Revelation
90,3,"Prophethood, Family, Kindness, Guidance",Faith (Aqeedah),Awe,Makki Revelation
90,4,"Patience, Faith, Guidance, Misguidance, Accountability",Faith (Aqeedah),Awe,Makki Revelation
90,5,"Disbelief, Power, Accountability, Misguidance",Faith (Aqeedah),Awe,Makki Revelation
90,6,"Disbelief, Punishment, Misguidance, Power, Accountability",Eschatology (Akhirah),Fear,Makki Revelation
90,7,"Disbelief, Misguidance, Accountability, Resurrection",Eschatology (Akhirah),Awe,Makki Revelation
90,8,"Guidance, Knowledge, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
90,9,"Kindness, Gratitude, Humility, Faith, Guidance",Ethics & Morality (Akhlaq),Awe,Moral teaching context
90,10,"Guidance, Wisdom, Faith, Misguidance",Ethics & Morality (Akhlaq),Awe,Spiritual reminder
90,11,"Guidance, Misguidance, Faith, Disbelief, Patience, Power",Ethics & Morality (Akhlaq),Determination,Spiritual reminder
90,12,"Guidance, Misguidance, Knowledge, Wisdom",Faith (Aqeedah),Awe,Spiritual reminder
90,13,"Kindness, Justice, Orphans, Society, Guidance",Ethics & Morality (Akhlaq),Determination,Moral teaching context
90,14,"Kindness, Orphans, Society, Mercy, Reward",Ethics & Morality (Akhlaq),Compassion,Moral teaching context
90,15,"Orphans, Kindness, Justice, Society",Ethics & Morality (Akhlaq),Compassion,Moral teaching context
90,16,"Kindness, Orphans, Society, Justice",Ethics & Morality (Akhlaq),Compassion,Moral teaching context
90,17,"Faith, Patience, Kindness, Mercy, Guidance",Ethics & Morality (Akhlaq),Determination,Moral teaching context
90,18,"Heaven, Reward, Faith, Guidance",Eschatology (Akhirah),Hope,Spiritual reminder
90,19,"Disbelief, Punishment, Misguidance, Revelation",Eschatology (Akhirah),Fear,Makki Revelation
90,20,"Hell, Punishment, Disbelief, Accountability",Eschatology (Akhirah),Fear,Eschatological context
91,1,"Tawheed, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
91,2,"Tawheed, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
91,3,"Tawheed, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
91,4,"Divine Attributes & Signs, Guidance, Mercy",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
91,5,"Tawheed, Divine Attributes & Signs, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
91,6,"Tawheed, Divine Attributes & Signs, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
91,7,"Tawheed, Knowledge, Wisdom, Guidance, Faith",Faith (Aqeedah),Awe,Spiritual reminder
91,8,"Revelation, Guidance, Faith, Wisdom, Knowledge","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Awe,Spiritual reminder
91,9,"Faith, Guidance, Reward, Knowledge, Wisdom, Patience, Gratitude","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Hope,Spiritual reminder
91,10,"Guidance, Misguidance, Faith, Disbelief, Punishment, Lessons from history",Ethics & Morality (Akhlaq),Sadness,Moral teaching context
91,11,"Prophethood, Disbelief, Nations, Lessons from history, Punishment, Misguidance",History & Stories (Qasas al-Anbiya),Sadness,Historical story
91,12,"Lessons from history, Prophets, Nations, Disbelief, Punishment, Misguidance",History & Stories (Qasas al-Anbiya),Sadness,Historical story
91,13,"Prophethood, Prophets, Lessons from history, Disbelief, Guidance, Misguidance",History & Stories (Qasas al-Anbiya),Sadness,Historical story
91,14,"Prophethood, Disbelief, Punishment, Lessons from history, Prophets, Nations",History & Stories (Qasas al-Anbiya),Fear,Historical story
91,15,"Fear, Punishment, Disbelief, Lessons from history, Prophets, Nations",History & Stories (Qasas al-Anbiya),Fear,Historical story
92,1,"Tawheed, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
92,2,"Tawheed, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
92,3,"Tawheed, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
92,4,"Reward, Punishment, Accountability",Eschatology (Akhirah),Fear,Spiritual reminder
92,5,"Kindness, Gratitude, Fear, Reward, Mercy",Ethics & Morality (Akhlaq),Gratitude,Moral teaching context
92,6,"Faith, Gratitude, Reward, Heaven",Faith (Aqeedah),Gratitude,Spiritual reminder
92,7,"Guidance, Mercy, Reward, Faith",Eschatology (Akhirah),Hope,Spiritual reminder
92,8,"Zakat, Kindness, Humility, Misguidance, Disbelief",Ethics & Morality (Akhlaq),Sadness,Moral teaching context
92,9,"Disbelief, Misguidance, Reward, Punishment",Eschatology (Akhirah),Fear,Spiritual reminder
92,10,"Punishment, Misguidance, Fear",Eschatology (Akhirah),Fear,Spiritual reminder
92,11,"Hell, Punishment, Accountability, Disbelief",Eschatology (Akhirah),Fear,Eschological context
92,12,"Guidance, Tawheed, Revelation",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
92,13,"Heaven, Hell, Reward, Punishment, Accountability, Resurrection",Eschatology (Akhirah),Hope,Eschatological context
92,14,"Hell, Punishment, Fear, Prophethood, Guidance",Eschatology (Akhirah),Fear,Spiritual reminder
92,15,"Hell, Punishment, Disbelief, Fear",Eschatology (Akhirah),Fear,Eschatological context
92,16,"Disbelief, Misguidance, Prophethood, Hypocrisy",Faith (Aqeedah),Anger at Injustice,Makki Revelation
92,17,"Fear, Hell, Punishment, Guidance, Faith, Disbelief",Eschatology (Akhirah),Fear,Eschatological context
92,18,"Zakat, Kindness, Gratitude, Faith, Mercy","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Gratitude,Spiritual reminder
92,19,"Kindness, Reward, Mercy, Gratitude",Ethics & Morality (Akhlaq),Gratitude,Moral teaching context
92,20,"Tawheed, Gratitude, Faith, Reward, Mercy",Faith (Aqeedah),Love of Allah,Spiritual reminder
92,21,"Reward, Mercy, Hope, Faith",Eschatology (Akhirah),Hope,Spiritual reminder
93,1,"Tawheed, Divine Attributes & Signs, Mercy, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
93,2,"Tawheed, Divine Attributes & Signs, Guidance, Hope",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
